practice_state,zip5,provider_count,unique_taxonomies,avg_provider_enum_year,recent_provider_growth
FL,33770,4,0,2021.25,2.0
FL,33771,1,1,2006.0,0.0
FL,33772,6,1,2021.6666666666667,5.0
FL,33774,4,0,2011.0,1.0
FL,33777,2,0,2023.5,1.0
FL,33778,1,0,2016.0,0.0
FL,33781,3,2,2011.0,0.0
FL,33782,4,1,2012.5,0.0
FL,33801,3,0,2015.0,1.0
FL,33803,9,2,2019.5555555555557,2.0
FL,33805,11,2,2017.8181818181818,3.0
FL,33809,1,0,2017.0,0.0
FL,33810,2,1,2025.0,2.0
FL,33811,1,0,2023.0,1.0
FL,33812,2,0,2015.0,1.0
FL,33813,3,0,2018.0,1.0
FL,33815,2,0,2020.0,1.0
FL,33823,1,1,2026.0,1.0
FL,33837,8,1,2021.125,5.0
FL,33839,1,0,2026.0,1.0
FL,33843,1,0,2005.0,0.0
FL,33844,5,1,2023.4,4.0
FL,33852,1,0,2024.0,1.0
FL,33853,2,1,2022.5,1.0
FL,33870,1,0,2012.0,0.0
FL,33872,1,0,2018.0,0.0
FL,33873,1,1,2022.0,0.0
FL,33876,1,1,2026.0,1.0
FL,33880,10,1,2015.5,1.0
FL,33881,5,1,2019.2,2.0
FL,33884,1,0,2026.0,1.0
FL,33897,1,0,2026.0,1.0
FL,33901,9,1,2019.3333333333333,5.0
FL,33902,1,0,2025.0,1.0
FL,33903,2,0,2023.0,1.0
FL,33904,6,1,2021.0,3.0
FL,33905,6,0,2020.1666666666667,4.0
FL,33907,6,0,2025.0,5.0
FL,33908,10,1,2018.9,5.0
FL,33909,11,1,2022.0,6.0
FL,33912,15,2,2019.4666666666667,5.0
FL,33913,2,1,2026.0,2.0
FL,33914,1,0,2026.0,1.0
FL,33916,2,0,2015.5,1.0
FL,33919,2,1,2026.0,2.0
FL,33922,1,0,2019.0,0.0
FL,33935,5,0,2025.2,4.0
FL,33936,8,1,2021.375,2.0
FL,33948,2,1,2016.0,1.0
FL,33952,6,1,2016.5,2.0
FL,33957,1,1,2005.0,0.0
FL,33966,13,0,2013.7692307692307,1.0
FL,33971,7,1,2023.0,4.0
FL,33972,2,0,2021.0,0.0
FL,33973,1,0,2026.0,1.0
FL,33974,4,0,2023.0,3.0
FL,33976,3,0,2020.3333333333333,1.0
FL,33990,16,1,2018.4375,7.0
FL,33991,3,0,2022.3333333333333,1.0
FL,33993,8,0,2021.875,3.0
FL,34102,2,0,2020.0,1.0
FL,34103,6,1,2023.8333333333333,5.0
FL,34104,1,0,2018.0,0.0
FL,34105,1,0,2019.0,0.0
FL,34109,6,0,2022.6666666666667,5.0
FL,34110,3,0,2015.3333333333333,1.0
FL,34112,1,0,2023.0,1.0
FL,34113,1,1,2026.0,1.0
FL,34116,3,1,2021.3333333333333,1.0
FL,34117,1,0,2026.0,1.0
FL,34119,2,0,2025.5,2.0
FL,34120,5,1,2024.8,4.0
FL,34135,3,0,2023.0,2.0
FL,34145,8,0,2026.0,8.0
FL,34202,2,1,2023.5,1.0
FL,34205,2,0,2014.0,0.0
FL,34207,3,1,2018.6666666666667,1.0
FL,34208,9,1,2021.6666666666667,3.0
FL,34209,2,0,2016.5,1.0
FL,34211,10,1,2016.3,3.0
FL,34212,1,0,2012.0,0.0
FL,34219,2,0,2024.0,1.0
FL,34221,2,1,2026.0,2.0
FL,34229,1,0,2026.0,1.0
FL,34231,3,1,2017.6666666666667,1.0
FL,34232,10,1,2012.4,2.0
FL,34233,4,1,2012.25,0.0
FL,34234,2,1,2026.0,2.0
FL,34235,3,0,2019.3333333333333,2.0
FL,34236,2,0,2020.0,1.0
FL,34237,1,0,2026.0,1.0
FL,34238,1,0,2026.0,1.0
FL,34239,5,1,2022.8,4.0
FL,34240,2,1,2023.0,1.0
FL,34243,1,0,2026.0,1.0
FL,34266,2,0,2011.5,0.0
FL,34275,4,0,2023.25,2.0
FL,34285,4,0,2019.25,2.0
FL,34286,2,1,2026.0,2.0
FL,34288,1,0,2022.0,0.0
FL,34293,1,0,2026.0,1.0
FL,34420,1,0,2019.0,0.0
FL,34429,1,0,2006.0,0.0
FL,34432,1,0,2026.0,1.0
FL,34436,1,1,2026.0,1.0
FL,34446,1,0,2026.0,1.0
FL,34453,1,0,2025.0,1.0
FL,34461,1,0,2024.0,1.0
FL,34470,2,0,2025.5,2.0
FL,34471,17,1,2022.1176470588234,13.0
FL,34472,1,0,2026.0,1.0
FL,34473,1,0,2026.0,1.0
FL,34474,2,1,2026.0,2.0
FL,34476,1,0,2026.0,1.0
FL,34480,1,0,2026.0,1.0
FL,34481,1,0,2021.0,0.0
FL,34491,3,1,2018.0,1.0
FL,34601,3,1,2023.3333333333333,1.0
FL,34602,1,0,2026.0,1.0
FL,34604,1,0,2024.0,1.0
FL,34608,4,0,2016.5,1.0
FL,34609,2,0,2016.0,0.0
FL,34610,2,0,2026.0,2.0
FL,34613,2,0,2012.5,0.0
FL,34652,1,0,2018.0,0.0
FL,34653,6,0,2019.0,2.0
FL,34655,7,1,2021.5714285714287,5.0
FL,34667,5,0,2018.6,2.0
FL,34668,3,0,2023.0,2.0
FL,34669,2,2,2026.0,2.0
FL,34677,1,0,2026.0,1.0
FL,34683,1,0,2026.0,1.0
FL,34684,3,1,2012.6666666666667,1.0
FL,34689,1,0,2026.0,1.0
FL,34695,1,0,2007.0,0.0
FL,34698,4,0,2015.5,1.0
FL,34711,9,1,2020.7777777777778,5.0
FL,34715,2,0,2020.0,1.0
FL,34736,1,1,2026.0,1.0
FL,34741,20,2,2019.25,9.0
FL,34744,3,0,2018.0,1.0
FL,34746,1,0,2026.0,1.0
FL,34747,3,1,2022.0,1.0
FL,34748,3,1,2015.6666666666667,1.0
FL,34758,2,0,2017.0,1.0
FL,34759,4,0,2022.75,2.0
FL,34761,5,0,2011.0,0.0
FL,34769,2,0,2023.5,1.0
FL,34771,2,1,2026.0,2.0
FL,34785,2,0,2023.0,1.0
FL,34786,2,1,2022.0,1.0
FL,34787,6,2,2016.5,1.0
FL,34788,1,0,2019.0,0.0
FL,34949,1,0,2012.0,0.0
FL,34950,6,1,2018.6666666666667,4.0
FL,34952,10,1,2023.1,8.0
FL,34953,2,0,2026.0,2.0
FL,34956,1,0,2026.0,1.0
FL,34957,2,1,2012.5,0.0
FL,34958,1,0,2011.0,0.0
FL,34972,1,0,2019.0,0.0
FL,34974,1,0,2026.0,1.0
FL,34982,1,0,2015.0,0.0
FL,34983,3,1,2024.0,2.0
FL,34984,3,1,2024.6666666666667,3.0
FL,34986,5,1,2018.0,3.0
FL,34987,6,1,2019.3333333333333,3.0
FL,34990,4,1,2022.5,3.0
FL,34994,6,0,2016.8333333333333,3.0
FL,34996,4,0,2019.5,2.0
FL,34997,12,2,2026.0,12.0
FL,37741,1,0,2007.0,0.0
GA,30002,1,1,2025.0,1.0
GA,30004,4,2,2020.0,2.0
GA,30005,8,2,2020.625,4.0
GA,30009,2,0,2021.5,1.0
GA,30012,1,1,2023.0,1.0
GA,30014,3,0,2023.6666666666667,2.0
GA,30016,2,1,2026.0,2.0
GA,30017,1,0,2022.0,0.0
GA,30019,2,0,2026.0,2.0
GA,30021,1,0,2026.0,1.0
GA,30022,5,2,2022.4,3.0
GA,30024,5,0,2025.0,4.0
GA,30030,3,1,2025.0,3.0
GA,30032,2,1,2022.5,1.0
GA,30033,27,2,2024.111111111111,24.0
GA,30038,2,1,2026.0,2.0
GA,30039,1,0,2026.0,1.0
GA,30040,2,0,2021.0,1.0
GA,30041,3,0,2016.3333333333333,0.0
GA,30043,3,1,2024.0,2.0
GA,30044,2,1,2026.0,2.0
GA,30045,2,0,2023.0,1.0
GA,30046,11,0,2025.3636363636363,10.0
GA,30047,4,0,2022.25,2.0
GA,30052,2,0,2024.0,1.0
GA,30060,5,0,2023.4,2.0
GA,30062,5,0,2025.6,5.0
GA,30064,2,1,2026.0,2.0
GA,30066,3,1,2022.0,2.0
GA,30067,4,1,2022.0,2.0
GA,30068,1,0,2008.0,0.0
GA,30071,2,0,2018.0,1.0
GA,30072,1,0,2024.0,1.0
GA,30075,2,0,2024.5,2.0
GA,30076,3,1,2026.0,3.0
GA,30078,5,1,2023.6,4.0
GA,30080,1,0,2026.0,1.0
GA,30082,1,1,2026.0,1.0
GA,30083,2,1,2026.0,2.0
GA,30084,10,1,2022.2,6.0
GA,30087,3,0,2024.6666666666667,2.0
GA,30092,2,2,2026.0,2.0
GA,30093,3,1,2025.6666666666667,3.0
GA,30094,2,1,2026.0,2.0
GA,30096,4,0,2025.5,4.0
GA,30097,12,1,2023.75,9.0
GA,30101,1,0,2009.0,0.0
GA,30104,1,0,2008.0,0.0
GA,30106,2,0,2018.5,1.0
GA,30114,1,0,2008.0,0.0
GA,30115,6,1,2022.0,4.0
GA,30116,1,0,2026.0,1.0
GA,30117,2,0,2025.0,2.0
GA,30120,1,0,2023.0,1.0
GA,30121,1,0,2018.0,0.0
GA,30122,2,0,2019.5,0.0
GA,30126,1,0,2006.0,0.0
GA,30127,1,1,2026.0,1.0
GA,30132,5,1,2017.6,2.0
GA,30134,5,1,2022.2,3.0
GA,30135,4,2,2026.0,4.0
GA,30141,6,1,2024.0,4.0
GA,30144,3,1,2019.6666666666667,1.0
GA,30152,7,2,2020.142857142857,3.0
GA,30153,1,1,2026.0,1.0
GA,30161,2,1,2025.5,2.0
GA,30165,3,1,2025.3333333333333,3.0
GA,30188,4,2,2023.25,2.0
GA,30189,1,0,2006.0,0.0
GA,30213,2,2,2025.5,2.0
GA,30214,6,2,2020.5,3.0
GA,30215,1,0,2015.0,0.0
GA,30223,3,0,2026.0,3.0
GA,30224,1,0,2026.0,1.0
GA,30228,2,1,2016.0,1.0
GA,30233,2,0,2025.5,2.0
GA,30240,1,0,2007.0,0.0
GA,30241,2,1,2026.0,2.0
GA,30252,1,0,2020.0,0.0
GA,30253,3,0,2022.6666666666667,2.0
GA,30259,1,1,2026.0,1.0
GA,30263,1,0,2006.0,0.0
GA,30265,1,0,2026.0,1.0
GA,30268,1,0,2019.0,0.0
GA,30269,3,0,2023.6666666666667,2.0
GA,30274,1,1,2026.0,1.0
GA,30277,1,0,2026.0,1.0
GA,30281,10,0,2023.7,8.0
GA,30286,1,0,2026.0,1.0
GA,30290,1,0,2026.0,1.0
GA,30294,2,0,2024.5,2.0
GA,30297,1,0,2026.0,1.0
GA,30303,9,1,2021.5555555555557,5.0
GA,30305,5,1,2023.8,4.0
GA,30306,2,0,2024.5,2.0
GA,30308,11,0,2020.090909090909,6.0
GA,30309,7,1,2016.857142857143,3.0
GA,30310,2,1,2026.0,2.0
GA,30312,4,0,2020.75,2.0
GA,30314,1,0,2005.0,0.0
GA,30316,5,2,2023.8,4.0
GA,30317,1,0,2026.0,1.0
GA,30318,3,0,2015.3333333333333,0.0
GA,30322,8,0,2020.875,5.0
GA,30324,2,0,2025.5,2.0
GA,30326,1,1,2014.0,0.0
GA,30327,1,0,2014.0,0.0
GA,30328,6,0,2018.3333333333333,3.0
GA,30329,6,0,2024.0,4.0
GA,30331,1,1,2026.0,1.0
GA,30338,2,1,2018.5,1.0
GA,30339,4,1,2019.5,3.0
GA,30340,1,0,2026.0,1.0
GA,30341,3,1,2024.6666666666667,2.0
GA,30342,12,0,2009.5833333333333,0.0
GA,30344,2,0,2017.5,0.0
GA,30345,1,0,2016.0,0.0
GA,30349,3,1,2026.0,3.0
GA,30350,13,2,2023.2307692307693,10.0
GA,30374,2,0,2014.0,0.0
GA,30439,1,0,2026.0,1.0
GA,30452,1,1,2026.0,1.0
GA,30453,1,0,2018.0,0.0
GA,30458,6,0,2023.0,4.0
GA,30474,1,0,2007.0,0.0
GA,30501,14,2,2021.2142857142858,7.0
GA,30511,3,0,2019.0,0.0
GA,30512,1,1,2026.0,1.0
GA,30513,1,0,2024.0,1.0
GA,30517,2,0,2018.0,0.0
GA,30518,5,0,2021.4,2.0
GA,30519,1,0,2018.0,0.0
GA,30521,1,0,2006.0,0.0
GA,30529,1,1,2026.0,1.0
GA,30533,1,0,2026.0,1.0
GA,30534,2,1,2020.0,0.0
GA,30540,1,0,2014.0,0.0
GA,30543,1,0,2026.0,1.0
GA,30546,1,1,2026.0,1.0
GA,30553,3,0,2020.0,0.0
GA,30577,2,0,2007.0,0.0
GA,30601,3,0,2021.0,1.0
GA,30602,1,0,2026.0,1.0
GA,30605,3,1,2025.3333333333333,3.0
GA,30606,93,2,2013.3548387096773,12.0
GA,30607,1,0,2024.0,1.0
GA,30622,5,0,2016.8,1.0
GA,30624,1,0,2022.0,0.0
GA,30633,1,0,2026.0,1.0
GA,30642,7,0,2018.2857142857142,3.0
GA,30648,1,0,2026.0,1.0
GA,30650,1,0,2026.0,1.0
GA,30677,15,1,2013.6,3.0
GA,30678,1,1,2026.0,1.0
GA,30680,3,1,2015.3333333333333,1.0
GA,30701,6,0,2023.8333333333333,4.0
GA,30707,1,0,2007.0,0.0
GA,30720,4,1,2022.5,2.0
GA,30721,1,0,2026.0,1.0
GA,30728,1,0,2006.0,0.0
GA,30736,3,0,2026.0,3.0
GA,30742,3,0,2017.6666666666667,1.0
GA,30809,4,0,2020.75,2.0
GA,30813,3,0,2018.6666666666667,1.0
GA,30824,3,0,2017.6666666666667,1.0
GA,30833,1,0,2024.0,1.0
GA,30901,5,0,2015.6,1.0
GA,30904,6,0,2017.5,3.0
GA,30905,6,0,2015.5,0.0
GA,30906,4,1,2017.5,1.0
GA,30907,6,0,2012.8333333333333,2.0
GA,30909,36,1,2017.111111111111,12.0
GA,30912,9,0,2019.3333333333333,5.0
GA,31015,4,0,2021.25,3.0
GA,31016,1,1,2026.0,1.0
GA,31021,4,1,2021.75,3.0
GA,31023,4,0,2024.25,3.0
GA,31024,5,0,2021.6,4.0
GA,31030,2,1,2021.5,1.0
GA,31047,1,1,2026.0,1.0
GA,31055,1,0,2006.0,0.0
GA,31061,6,0,2022.3333333333333,4.0
GA,31069,3,1,2025.6666666666667,3.0
GA,31079,1,0,2026.0,1.0
GA,31082,1,0,2026.0,1.0
GA,31088,5,0,2019.8,3.0
GA,31093,4,1,2018.75,2.0
GA,31096,1,0,2026.0,1.0
GA,31201,2,0,2025.0,2.0
GA,31204,1,0,2022.0,0.0
GA,31210,5,1,2019.6,1.0
GA,31216,1,0,2026.0,1.0
GA,31217,5,0,2023.0,2.0
GA,31313,3,1,2019.6666666666667,2.0
GA,31314,2,0,2015.0,1.0
GA,31322,1,0,2026.0,1.0
GA,31326,1,0,2026.0,1.0
GA,31404,5,0,2019.4,3.0
GA,31405,6,1,2024.8333333333333,5.0
GA,31406,10,1,2022.5,6.0
GA,31407,1,1,2025.0,1.0
GA,31501,3,0,2024.0,2.0
GA,31520,2,0,2021.5,0.0
GA,31522,1,0,2023.0,1.0
GA,31523,1,1,2026.0,1.0
GA,31525,1,1,2026.0,1.0
GA,31539,1,1,2026.0,1.0
GA,31558,3,0,2020.0,1.0
GA,31602,6,0,2015.8333333333333,3.0
GA,31701,5,0,2014.6,1.0
GA,31705,1,0,2026.0,1.0
GA,31707,3,0,2018.3333333333333,2.0
GA,31709,1,0,2009.0,0.0
GA,31714,1,0,2026.0,1.0
GA,31738,1,0,2018.0,0.0
GA,31757,1,0,2026.0,1.0
GA,31763,3,0,2026.0,3.0
GA,31768,11,1,2016.3636363636363,1.0
GA,31780,1,0,2026.0,1.0
GA,31792,1,0,2019.0,0.0
GA,31794,6,0,2020.8333333333333,3.0
GA,31804,1,0,2026.0,1.0
GA,31820,1,0,2026.0,1.0
GA,31825,1,0,2026.0,1.0
GA,31901,5,2,2019.2,2.0
GA,31904,8,1,2022.875,5.0
GA,31905,3,1,2019.6666666666667,1.0
GA,31907,2,0,2026.0,2.0
GA,31909,2,0,2026.0,2.0
GA,39819,1,1,2024.0,1.0
GA,39837,1,0,2026.0,1.0
GA,39842,2,0,2026.0,2.0
GA,39862,1,0,2026.0,1.0
GA,39897,1,0,2026.0,1.0
GERMANY,66849,1,0,2026.0,1.0
GU,96913,2,0,2006.5,0.0
HI,96701,6,1,2023.5,4.0
HI,96706,5,1,2023.8,4.0
HI,96707,3,1,2020.0,2.0
HI,96720,2,0,2020.5,1.0
HI,96732,1,0,2018.0,0.0
HI,96734,7,2,2021.7142857142858,4.0
HI,96740,2,0,2022.5,1.0
HI,96744,6,1,2023.0,5.0
HI,96760,1,0,2023.0,1.0
HI,96766,1,0,2006.0,0.0
HI,96768,1,1,2026.0,1.0
HI,96782,2,1,2025.5,2.0
HI,96789,4,1,2022.25,2.0
HI,96790,1,0,2007.0,0.0
HI,96792,2,0,2023.5,2.0
HI,96793,4,0,2025.5,4.0
HI,96796,1,1,2026.0,1.0
HI,96797,6,0,2026.0,6.0
HI,96804,1,0,2026.0,1.0
HI,96813,19,2,2021.3157894736842,9.0
HI,96814,2,1,2022.0,1.0
HI,96815,1,0,2025.0,1.0
HI,96816,3,1,2024.0,2.0
HI,96817,4,2,2016.25,2.0
HI,96819,8,0,2018.0,2.0
HI,96826,1,0,2026.0,1.0
HI,96853,2,0,2016.0,0.0
HI,96859,6,0,2012.0,1.0
HI,96860,3,0,2017.0,0.0
IA,50009,1,0,2026.0,1.0
IA,50010,8,1,2022.625,5.0
IA,50014,1,0,2026.0,1.0
IA,50021,3,1,2014.6666666666667,1.0
IA,50023,3,1,2026.0,3.0
IA,50072,1,0,2006.0,0.0
IA,50125,1,1,2026.0,1.0
IA,50126,2,0,2022.5,1.0
IA,50129,1,0,2023.0,1.0
IA,50131,2,1,2023.0,1.0
IA,50139,1,0,2026.0,1.0
IA,50158,2,0,2015.5,1.0
IA,50213,1,0,2026.0,1.0
IA,50219,1,1,2026.0,1.0
IA,50263,2,0,2020.0,1.0
IA,50265,1,0,2014.0,0.0
IA,50266,14,2,2021.9285714285713,11.0
IA,50273,1,0,2026.0,1.0
IA,50309,8,0,2020.75,4.0
IA,50310,2,0,2025.0,2.0
IA,50314,3,1,2019.0,2.0
IA,50316,1,0,2026.0,1.0
IA,50317,2,0,2017.0,1.0
IA,50319,1,0,2026.0,1.0
IA,50320,1,0,2026.0,1.0
IA,50322,4,0,2019.25,1.0
IA,50325,1,0,2026.0,1.0
IA,50401,24,2,2008.5416666666667,1.0
IA,50421,1,0,2006.0,0.0
IA,50428,2,1,2006.0,0.0
IA,50436,1,1,2006.0,0.0
IA,50450,1,1,2006.0,0.0
IA,50459,1,1,2006.0,0.0
IA,50461,1,0,2020.0,0.0
IA,50468,1,1,2006.0,0.0
IA,50475,1,1,2006.0,0.0
IA,50501,2,1,2019.5,1.0
IA,50525,1,0,2026.0,1.0
IA,50588,1,0,2024.0,1.0
IA,50613,2,1,2025.5,2.0
IA,50616,2,0,2013.0,0.0
IA,50636,1,1,2006.0,0.0
IA,50662,1,0,2006.0,0.0
IA,50677,2,1,2019.0,1.0
IA,50702,3,0,2006.3333333333333,0.0
IA,51101,2,0,2016.0,1.0
IA,51247,1,0,2015.0,0.0
IA,51250,1,0,2026.0,1.0
IA,51442,2,0,2019.5,1.0
IA,51501,1,1,2026.0,1.0
IA,51537,3,0,2013.6666666666667,1.0
IA,51579,1,0,2021.0,0.0
IA,52001,7,0,2012.857142857143,1.0
IA,52003,1,0,2020.0,0.0
IA,52101,1,0,2026.0,1.0
IA,52136,1,0,2026.0,1.0
IA,52240,4,2,2024.5,3.0
IA,52241,5,1,2021.8,2.0
IA,52242,29,0,2022.1379310344828,17.0
IA,52245,2,1,2021.5,1.0
IA,52246,1,0,2021.0,0.0
IA,52302,4,2,2018.0,1.0
IA,52306,1,0,2006.0,0.0
IA,52310,2,0,2006.0,0.0
IA,52317,2,0,2026.0,2.0
IA,52324,1,0,2026.0,1.0
IA,52337,1,0,2007.0,0.0
IA,52402,4,0,2020.75,3.0
IA,52403,3,0,2016.0,1.0
IA,52404,2,0,2026.0,2.0
IA,52501,2,0,2026.0,2.0
IA,52537,1,1,2026.0,1.0
IA,52544,1,0,2006.0,0.0
IA,52556,2,1,2012.0,0.0
IA,52565,1,0,2022.0,0.0
IA,52641,2,1,2023.5,1.0
IA,52655,1,0,2006.0,0.0
IA,52722,31,0,2013.6451612903227,4.0
IA,52732,4,0,2012.75,0.0
IA,52742,1,0,2006.0,0.0
IA,52748,1,1,2026.0,1.0
IA,52761,4,0,2015.0,1.0
IA,52801,2,1,2020.5,1.0
IA,52803,3,0,2023.0,2.0
IA,52804,4,0,2023.75,3.0
IA,52806,4,1,2020.75,1.0
IA,52807,1,0,2024.0,1.0
ID,83201,4,1,2017.5,1.0
ID,83202,2,1,2024.5,2.0
ID,83204,5,1,2023.4,4.0
ID,83209,1,0,2022.0,0.0
ID,83214,1,0,2026.0,1.0
ID,83301,9,1,2024.0,6.0
ID,83318,1,0,2013.0,0.0
ID,83350,1,0,2019.0,0.0
ID,83401,5,0,2023.6,3.0
ID,83402,8,2,2022.25,5.0
ID,83404,10,1,2020.1,5.0
ID,83406,2,0,2021.5,1.0
ID,83422,1,0,2006.0,0.0
ID,83440,6,2,2019.8333333333333,2.0
ID,83442,2,1,2009.5,0.0
ID,83445,1,1,2025.0,1.0
ID,83501,7,0,2015.142857142857,2.0
ID,83524,1,0,2026.0,1.0
ID,83544,1,0,2026.0,1.0
ID,83554,2,0,2025.0,2.0
ID,83605,5,1,2024.6,4.0
ID,83607,1,0,2026.0,1.0
ID,83616,2,1,2026.0,2.0
ID,83617,1,0,2006.0,0.0
ID,83619,3,0,2014.3333333333333,0.0
ID,83634,3,1,2026.0,3.0
ID,83642,8,1,2022.5,6.0
ID,83644,1,0,2015.0,0.0
ID,83646,4,1,2025.0,3.0
ID,83647,3,0,2024.0,2.0
ID,83648,1,0,2019.0,0.0
ID,83651,3,1,2026.0,3.0
ID,83653,1,0,2026.0,1.0
ID,83669,1,0,2007.0,0.0
ID,83687,1,0,2024.0,1.0
ID,83702,11,0,2015.3636363636363,3.0
ID,83704,8,1,2017.5,4.0
ID,83705,3,1,2026.0,3.0
ID,83706,7,2,2015.0,2.0
ID,83709,4,1,2022.25,3.0
ID,83712,5,0,2019.8,1.0
ID,83713,2,0,2015.0,0.0
ID,83714,1,0,2026.0,1.0
ID,83805,1,1,2026.0,1.0
ID,83814,11,0,2018.909090909091,7.0
ID,83835,4,2,2025.25,4.0
ID,83837,2,0,2013.0,0.0
ID,83843,2,0,2015.5,0.0
ID,83849,1,0,2026.0,1.0
ID,83854,3,1,2022.3333333333333,1.0
ID,83858,2,1,2026.0,2.0
ID,83861,3,1,2019.0,2.0
ID,83864,4,0,2010.75,0.0
ID,83873,1,0,2020.0,0.0
IL,60004,4,0,2017.75,1.0
IL,60005,9,1,2016.0,2.0
IL,60010,11,2,2017.7272727272727,5.0
IL,60012,2,0,2023.5,2.0
IL,60014,7,2,2021.7142857142858,4.0
IL,60015,3,0,2022.6666666666667,2.0
IL,60016,4,1,2026.0,4.0
IL,60025,2,1,2016.5,1.0
IL,60026,3,1,2023.3333333333333,2.0
IL,60030,2,0,2026.0,2.0
IL,60031,4,1,2021.0,3.0
IL,60035,1,0,2020.0,0.0
IL,60045,2,0,2026.0,2.0
IL,60046,2,0,2023.0,1.0
IL,60047,3,0,2024.6666666666667,3.0
IL,60048,8,1,2021.5,3.0
IL,60050,5,0,2021.4,2.0
IL,60053,3,0,2018.6666666666667,2.0
IL,60056,3,0,2025.6666666666667,3.0
IL,60060,2,0,2026.0,2.0
IL,60061,5,1,2018.8,3.0
IL,60062,7,2,2021.7142857142858,4.0
IL,60064,9,0,2024.7777777777778,8.0
IL,60067,2,0,2026.0,2.0
IL,60068,16,0,2016.5625,5.0
IL,60070,1,0,2022.0,0.0
IL,60073,1,0,2017.0,0.0
IL,60074,1,0,2018.0,0.0
IL,60076,3,0,2013.0,1.0
IL,60077,4,1,2024.5,3.0
IL,60084,1,0,2026.0,1.0
IL,60085,6,1,2022.1666666666667,4.0
IL,60089,5,0,2011.8,1.0
IL,60091,2,1,2016.0,1.0
IL,60093,1,1,2026.0,1.0
IL,60099,1,1,2026.0,1.0
IL,60101,5,1,2025.8,5.0
IL,60102,3,1,2019.0,1.0
IL,60103,1,0,2026.0,1.0
IL,60104,1,0,2022.0,0.0
IL,60106,1,0,2026.0,1.0
IL,60107,3,1,2023.6666666666667,2.0
IL,60108,5,2,2024.8,4.0
IL,60115,1,0,2026.0,1.0
IL,60120,1,0,2006.0,0.0
IL,60123,10,0,2020.9,5.0
IL,60126,9,0,2025.2222222222222,8.0
IL,60134,3,1,2013.3333333333333,1.0
IL,60137,1,1,2026.0,1.0
IL,60139,3,1,2017.3333333333333,1.0
IL,60141,1,0,2006.0,0.0
IL,60142,1,1,2026.0,1.0
IL,60143,1,0,2026.0,1.0
IL,60148,9,2,2021.0,7.0
IL,60153,7,0,2024.2857142857142,5.0
IL,60154,2,1,2015.0,0.0
IL,60156,2,0,2026.0,2.0
IL,60160,1,0,2026.0,1.0
IL,60164,1,1,2026.0,1.0
IL,60169,2,0,2016.5,1.0
IL,60172,1,0,2026.0,1.0
IL,60173,2,1,2021.0,1.0
IL,60174,3,0,2026.0,3.0
IL,60175,1,0,2019.0,0.0
IL,60178,2,0,2006.5,0.0
IL,60181,8,1,2023.625,6.0
IL,60185,2,0,2023.5,1.0
IL,60187,5,1,2025.2,5.0
IL,60188,1,0,2026.0,1.0
IL,60189,1,0,2025.0,1.0
IL,60190,1,0,2010.0,0.0
IL,60192,5,1,2010.8,1.0
IL,60193,1,0,2007.0,0.0
IL,60201,8,0,2017.25,1.0
IL,60202,4,1,2026.0,4.0
IL,60301,4,1,2021.25,3.0
IL,60302,2,1,2026.0,2.0
IL,60304,4,1,2025.75,4.0
IL,60305,2,1,2026.0,2.0
IL,60402,3,0,2024.0,2.0
IL,60404,2,1,2022.5,1.0
IL,60418,1,0,2026.0,1.0
IL,60422,2,0,2026.0,2.0
IL,60423,2,2,2022.5,1.0
IL,60428,2,0,2022.0,1.0
IL,60429,1,0,2013.0,0.0
IL,60430,3,1,2026.0,3.0
IL,60431,1,0,2025.0,1.0
IL,60435,8,2,2015.125,2.0
IL,60436,1,0,2026.0,1.0
IL,60438,4,0,2024.5,3.0
IL,60439,1,0,2026.0,1.0
IL,60440,4,1,2025.75,4.0
IL,60441,2,0,2021.5,1.0
IL,60443,2,1,2016.0,1.0
IL,60446,2,1,2020.5,1.0
IL,60448,3,0,2023.3333333333333,2.0
IL,60450,4,1,2011.0,1.0
IL,60451,3,1,2016.3333333333333,1.0
IL,60453,17,1,2015.7058823529412,4.0
IL,60455,2,0,2019.5,1.0
IL,60459,2,0,2023.5,1.0
IL,60461,2,0,2016.5,0.0
IL,60462,2,1,2024.5,2.0
IL,60463,4,0,2020.5,3.0
IL,60465,1,0,2026.0,1.0
IL,60466,3,0,2026.0,3.0
IL,60467,6,1,2023.6666666666667,4.0
IL,60471,2,1,2020.0,1.0
IL,60473,3,0,2023.0,2.0
IL,60477,3,1,2024.6666666666667,2.0
IL,60484,3,1,2026.0,3.0
IL,60487,1,0,2013.0,0.0
IL,60490,1,0,2026.0,1.0
IL,60491,2,0,2023.5,1.0
IL,60503,1,0,2026.0,1.0
IL,60504,2,1,2026.0,2.0
IL,60505,1,0,2026.0,1.0
IL,60506,7,1,2019.142857142857,2.0
IL,60510,1,0,2006.0,0.0
IL,60513,1,0,2006.0,0.0
IL,60515,12,1,2013.25,1.0
IL,60521,6,1,2024.3333333333333,4.0
IL,60523,4,0,2011.25,1.0
IL,60525,2,0,2026.0,2.0
IL,60526,2,0,2026.0,2.0
IL,60527,5,0,2024.2,4.0
IL,60532,4,0,2024.0,3.0
IL,60534,1,0,2020.0,0.0
IL,60539,1,0,2026.0,1.0
IL,60540,8,1,2022.0,6.0
IL,60542,2,0,2018.5,1.0
IL,60543,2,0,2026.0,2.0
IL,60544,2,1,2020.0,0.0
