CBSA Code,CBSA Title,county_fips,County/County Equivalent,State Name,cbsa_title_clean,cbsa_title,population_2024
41540,"Salisbury, MD",24039,Somerset County,Maryland,"Salisbury, MD",".Salisbury, MD Metro Area",131570.0
41540,"Salisbury, MD",24045,Wicomico County,Maryland,"Salisbury, MD",".Salisbury, MD Metro Area",131570.0
41620,"Salt Lake City-Murray, UT",49035,Salt Lake County,Utah,"Salt Lake City-Murray, UT",".Salt Lake City-Murray, UT Metro Area",1300762.0
41620,"Salt Lake City-Murray, UT",49045,Tooele County,Utah,"Salt Lake City-Murray, UT",".Salt Lake City-Murray, UT Metro Area",1300762.0
41660,"San Angelo, TX",48235,Irion County,Texas,"San Angelo, TX",".San Angelo, TX Metro Area",121629.0
41660,"San Angelo, TX",48451,Tom Green County,Texas,"San Angelo, TX",".San Angelo, TX Metro Area",121629.0
41700,"San Antonio-New Braunfels, TX",48013,Atascosa County,Texas,"San Antonio-New Braunfels, TX",".San Antonio-New Braunfels, TX Metro Area",2763006.0
41700,"San Antonio-New Braunfels, TX",48019,Bandera County,Texas,"San Antonio-New Braunfels, TX",".San Antonio-New Braunfels, TX Metro Area",2763006.0
41700,"San Antonio-New Braunfels, TX",48029,Bexar County,Texas,"San Antonio-New Braunfels, TX",".San Antonio-New Braunfels, TX Metro Area",2763006.0
41700,"San Antonio-New Braunfels, TX",48091,Comal County,Texas,"San Antonio-New Braunfels, TX",".San Antonio-New Braunfels, TX Metro Area",2763006.0
41700,"San Antonio-New Braunfels, TX",48187,Guadalupe County,Texas,"San Antonio-New Braunfels, TX",".San Antonio-New Braunfels, TX Metro Area",2763006.0
41700,"San Antonio-New Braunfels, TX",48259,Kendall County,Texas,"San Antonio-New Braunfels, TX",".San Antonio-New Braunfels, TX Metro Area",2763006.0
41700,"San Antonio-New Braunfels, TX",48325,Medina County,Texas,"San Antonio-New Braunfels, TX",".San Antonio-New Braunfels, TX Metro Area",2763006.0
41700,"San Antonio-New Braunfels, TX",48493,Wilson County,Texas,"San Antonio-New Braunfels, TX",".San Antonio-New Braunfels, TX Metro Area",2763006.0
41740,"San Diego-Chula Vista-Carlsbad, CA",06073,San Diego County,California,"San Diego-Chula Vista-Carlsbad, CA",".San Diego-Chula Vista-Carlsbad, CA Metro Area",3298799.0
41780,"Sandusky, OH",39043,Erie County,Ohio,"Sandusky, OH",".Sandusky, OH Metro Area",113533.0
41780,"Sandusky, OH",39123,Ottawa County,Ohio,"Sandusky, OH",".Sandusky, OH Metro Area",113533.0
41860,"San Francisco-Oakland-Fremont, CA",06001,Alameda County,California,"San Francisco-Oakland-Fremont, CA",".San Francisco-Oakland-Fremont, CA Metro Area",4648486.0
41860,"San Francisco-Oakland-Fremont, CA",06013,Contra Costa County,California,"San Francisco-Oakland-Fremont, CA",".San Francisco-Oakland-Fremont, CA Metro Area",4648486.0
41860,"San Francisco-Oakland-Fremont, CA",06075,San Francisco County,California,"San Francisco-Oakland-Fremont, CA",".San Francisco-Oakland-Fremont, CA Metro Area",4648486.0
41860,"San Francisco-Oakland-Fremont, CA",06081,San Mateo County,California,"San Francisco-Oakland-Fremont, CA",".San Francisco-Oakland-Fremont, CA Metro Area",4648486.0
41860,"San Francisco-Oakland-Fremont, CA",06041,Marin County,California,"San Francisco-Oakland-Fremont, CA",".San Francisco-Oakland-Fremont, CA Metro Area",4648486.0
41940,"San Jose-Sunnyvale-Santa Clara, CA",06069,San Benito County,California,"San Jose-Sunnyvale-Santa Clara, CA",".San Jose-Sunnyvale-Santa Clara, CA Metro Area",1995484.0
41940,"San Jose-Sunnyvale-Santa Clara, CA",06085,Santa Clara County,California,"San Jose-Sunnyvale-Santa Clara, CA",".San Jose-Sunnyvale-Santa Clara, CA Metro Area",1995484.0
41980,"San Juan-Bayamón-Caguas, PR",72007,Aguas Buenas Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72009,Aibonito Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72017,Barceloneta Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72019,Barranquitas Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72021,Bayamón Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72025,Caguas Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72029,Canóvanas Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72031,Carolina Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72033,Cataño Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72035,Cayey Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72037,Ceiba Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72039,Ciales Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72041,Cidra Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72045,Comerío Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72047,Corozal Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72051,Dorado Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72053,Fajardo Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72054,Florida Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72061,Guaynabo Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72063,Gurabo Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72069,Humacao Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72077,Juncos Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72085,Las Piedras Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72087,Loíza Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72089,Luquillo Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72091,Manatí Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72095,Maunabo Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72101,Morovis Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72103,Naguabo Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72105,Naranjito Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72107,Orocovis Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72119,Río Grande Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72127,San Juan Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72129,San Lorenzo Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72135,Toa Alta Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72137,Toa Baja Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72139,Trujillo Alto Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72143,Vega Alta Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72145,Vega Baja Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
41980,"San Juan-Bayamón-Caguas, PR",72151,Yabucoa Municipio,Puerto Rico,"San Juan-Bayamón-Caguas, PR",".San Juan-Bayamón-Caguas, PR Metro Area",2035484.0
42020,"San Luis Obispo-Paso Robles, CA",06079,San Luis Obispo County,California,"San Luis Obispo-Paso Robles, CA",".San Luis Obispo-Paso Robles, CA Metro Area",281843.0
42100,"Santa Cruz-Watsonville, CA",06087,Santa Cruz County,California,"Santa Cruz-Watsonville, CA",".Santa Cruz-Watsonville, CA Metro Area",262406.0
42140,"Santa Fe, NM",35049,Santa Fe County,New Mexico,"Santa Fe, NM",".Santa Fe, NM Metro Area",157765.0
42200,"Santa Maria-Santa Barbara, CA",06083,Santa Barbara County,California,"Santa Maria-Santa Barbara, CA",".Santa Maria-Santa Barbara, CA Metro Area",444500.0
42220,"Santa Rosa-Petaluma, CA",06097,Sonoma County,California,"Santa Rosa-Petaluma, CA",".Santa Rosa-Petaluma, CA Metro Area",485375.0
42340,"Savannah, GA",13029,Bryan County,Georgia,"Savannah, GA",".Savannah, GA Metro Area",431589.0
42340,"Savannah, GA",13051,Chatham County,Georgia,"Savannah, GA",".Savannah, GA Metro Area",431589.0
42340,"Savannah, GA",13103,Effingham County,Georgia,"Savannah, GA",".Savannah, GA Metro Area",431589.0
42540,"Scranton--Wilkes-Barre, PA",42069,Lackawanna County,Pennsylvania,"Scranton--Wilkes-Barre, PA",".Scranton--Wilkes-Barre, PA Metro Area",574009.0
42540,"Scranton--Wilkes-Barre, PA",42079,Luzerne County,Pennsylvania,"Scranton--Wilkes-Barre, PA",".Scranton--Wilkes-Barre, PA Metro Area",574009.0
42540,"Scranton--Wilkes-Barre, PA",42131,Wyoming County,Pennsylvania,"Scranton--Wilkes-Barre, PA",".Scranton--Wilkes-Barre, PA Metro Area",574009.0
42660,"Seattle-Tacoma-Bellevue, WA",53061,Snohomish County,Washington,"Seattle-Tacoma-Bellevue, WA",".Seattle-Tacoma-Bellevue, WA Metro Area",4145494.0
42660,"Seattle-Tacoma-Bellevue, WA",53033,King County,Washington,"Seattle-Tacoma-Bellevue, WA",".Seattle-Tacoma-Bellevue, WA Metro Area",4145494.0
42660,"Seattle-Tacoma-Bellevue, WA",53053,Pierce County,Washington,"Seattle-Tacoma-Bellevue, WA",".Seattle-Tacoma-Bellevue, WA Metro Area",4145494.0
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",12061,Indian River County,Florida,"Sebastian-Vero Beach-West Vero Corridor, FL",".Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",172139.0
42700,"Sebring, FL",12055,Highlands County,Florida,"Sebring, FL",".Sebring, FL Metro Area",109778.0
43100,"Sheboygan, WI",55117,Sheboygan County,Wisconsin,"Sheboygan, WI",".Sheboygan, WI Metro Area",118331.0
43300,"Sherman-Denison, TX",48181,Grayson County,Texas,"Sherman-Denison, TX",".Sherman-Denison, TX Metro Area",150532.0
43340,"Shreveport-Bossier City, LA",22015,Bossier Parish,Louisiana,"Shreveport-Bossier City, LA",".Shreveport-Bossier City, LA Metro Area",383269.0
43340,"Shreveport-Bossier City, LA",22017,Caddo Parish,Louisiana,"Shreveport-Bossier City, LA",".Shreveport-Bossier City, LA Metro Area",383269.0
43340,"Shreveport-Bossier City, LA",22031,De Soto Parish,Louisiana,"Shreveport-Bossier City, LA",".Shreveport-Bossier City, LA Metro Area",383269.0
43420,"Sierra Vista-Douglas, AZ",04003,Cochise County,Arizona,"Sierra Vista-Douglas, AZ",".Sierra Vista-Douglas, AZ Metro Area",125773.0
43580,"Sioux City, IA-NE-SD",19193,Woodbury County,Iowa,"Sioux City, IA-NE-SD",".Sioux City, IA-NE-SD Metro Area",145994.0
43580,"Sioux City, IA-NE-SD",31043,Dakota County,Nebraska,"Sioux City, IA-NE-SD",".Sioux City, IA-NE-SD Metro Area",145994.0
43580,"Sioux City, IA-NE-SD",46127,Union County,South Dakota,"Sioux City, IA-NE-SD",".Sioux City, IA-NE-SD Metro Area",145994.0
43620,"Sioux Falls, SD-MN",27133,Rock County,Minnesota,"Sioux Falls, SD-MN",".Sioux Falls, SD-MN Metro Area",308266.0
43620,"Sioux Falls, SD-MN",46083,Lincoln County,South Dakota,"Sioux Falls, SD-MN",".Sioux Falls, SD-MN Metro Area",308266.0
43620,"Sioux Falls, SD-MN",46087,McCook County,South Dakota,"Sioux Falls, SD-MN",".Sioux Falls, SD-MN Metro Area",308266.0
43620,"Sioux Falls, SD-MN",46099,Minnehaha County,South Dakota,"Sioux Falls, SD-MN",".Sioux Falls, SD-MN Metro Area",308266.0
43620,"Sioux Falls, SD-MN",46125,Turner County,South Dakota,"Sioux Falls, SD-MN",".Sioux Falls, SD-MN Metro Area",308266.0
43640,"Slidell-Mandeville-Covington, LA",22103,St. Tammany Parish,Louisiana,"Slidell-Mandeville-Covington, LA",".Slidell-Mandeville-Covington, LA Metro Area",277615.0
43780,"South Bend-Mishawaka, IN-MI",18141,St. Joseph County,Indiana,"South Bend-Mishawaka, IN-MI",".South Bend-Mishawaka, IN-MI Metro Area",325294.0
43780,"South Bend-Mishawaka, IN-MI",26027,Cass County,Michigan,"South Bend-Mishawaka, IN-MI",".South Bend-Mishawaka, IN-MI Metro Area",325294.0
43900,"Spartanburg, SC",45083,Spartanburg County,South Carolina,"Spartanburg, SC",".Spartanburg, SC Metro Area",395934.0
43900,"Spartanburg, SC",45087,Union County,South Carolina,"Spartanburg, SC",".Spartanburg, SC Metro Area",395934.0
44060,"Spokane-Spokane Valley, WA",53063,Spokane County,Washington,"Spokane-Spokane Valley, WA",".Spokane-Spokane Valley, WA Metro Area",604962.0
44060,"Spokane-Spokane Valley, WA",53065,Stevens County,Washington,"Spokane-Spokane Valley, WA",".Spokane-Spokane Valley, WA Metro Area",604962.0
44100,"Springfield, IL",17129,Menard County,Illinois,"Springfield, IL",".Springfield, IL Metro Area",206308.0
44100,"Springfield, IL",17167,Sangamon County,Illinois,"Springfield, IL",".Springfield, IL Metro Area",206308.0
44140,"Springfield, MA",25013,Hampden County,Massachusetts,"Springfield, MA",".Springfield, MA Metro Area",464151.0
44180,"Springfield, MO",29043,Christian County,Missouri,"Springfield, MO",".Springfield, MO Metro Area",496975.0
44180,"Springfield, MO",29059,Dallas County,Missouri,"Springfield, MO",".Springfield, MO Metro Area",496975.0
44180,"Springfield, MO",29077,Greene County,Missouri,"Springfield, MO",".Springfield, MO Metro Area",496975.0
44180,"Springfield, MO",29167,Polk County,Missouri,"Springfield, MO",".Springfield, MO Metro Area",496975.0
44180,"Springfield, MO",29225,Webster County,Missouri,"Springfield, MO",".Springfield, MO Metro Area",496975.0
44220,"Springfield, OH",39023,Clark County,Ohio,"Springfield, OH",".Springfield, OH Metro Area",134985.0
44300,"State College, PA",42027,Centre County,Pennsylvania,"State College, PA",".State College, PA Metro Area",159805.0
44420,"Staunton-Stuarts Draft, VA",51015,Augusta County,Virginia,"Staunton-Stuarts Draft, VA",".Staunton-Stuarts Draft, VA Metro Area",128481.0
44420,"Staunton-Stuarts Draft, VA",51790,Staunton city,Virginia,"Staunton-Stuarts Draft, VA",".Staunton-Stuarts Draft, VA Metro Area",128481.0
44420,"Staunton-Stuarts Draft, VA",51820,Waynesboro city,Virginia,"Staunton-Stuarts Draft, VA",".Staunton-Stuarts Draft, VA Metro Area",128481.0
44700,"Stockton-Lodi, CA",06077,San Joaquin County,California,"Stockton-Lodi, CA",".Stockton-Lodi, CA Metro Area",816108.0
44940,"Sumter, SC",45085,Sumter County,South Carolina,"Sumter, SC",".Sumter, SC Metro Area",104776.0
45060,"Syracuse, NY",36053,Madison County,New York,"Syracuse, NY",".Syracuse, NY Metro Area",655189.0
45060,"Syracuse, NY",36067,Onondaga County,New York,"Syracuse, NY",".Syracuse, NY Metro Area",655189.0
45060,"Syracuse, NY",36075,Oswego County,New York,"Syracuse, NY",".Syracuse, NY Metro Area",655189.0
45220,"Tallahassee, FL",12039,Gadsden County,Florida,"Tallahassee, FL",".Tallahassee, FL Metro Area",397675.0
45220,"Tallahassee, FL",12065,Jefferson County,Florida,"Tallahassee, FL",".Tallahassee, FL Metro Area",397675.0
45220,"Tallahassee, FL",12073,Leon County,Florida,"Tallahassee, FL",".Tallahassee, FL Metro Area",397675.0
45220,"Tallahassee, FL",12129,Wakulla County,Florida,"Tallahassee, FL",".Tallahassee, FL Metro Area",397675.0
45300,"Tampa-St. Petersburg-Clearwater, FL",12103,Pinellas County,Florida,"Tampa-St. Petersburg-Clearwater, FL",".Tampa-St. Petersburg-Clearwater, FL Metro Area",3424560.0
45300,"Tampa-St. Petersburg-Clearwater, FL",12053,Hernando County,Florida,"Tampa-St. Petersburg-Clearwater, FL",".Tampa-St. Petersburg-Clearwater, FL Metro Area",3424560.0
45300,"Tampa-St. Petersburg-Clearwater, FL",12057,Hillsborough County,Florida,"Tampa-St. Petersburg-Clearwater, FL",".Tampa-St. Petersburg-Clearwater, FL Metro Area",3424560.0
45300,"Tampa-St. Petersburg-Clearwater, FL",12101,Pasco County,Florida,"Tampa-St. Petersburg-Clearwater, FL",".Tampa-St. Petersburg-Clearwater, FL Metro Area",3424560.0
45460,"Terre Haute, IN",18021,Clay County,Indiana,"Terre Haute, IN",".Terre Haute, IN Metro Area",168874.0
45460,"Terre Haute, IN",18153,Sullivan County,Indiana,"Terre Haute, IN",".Terre Haute, IN Metro Area",168874.0
45460,"Terre Haute, IN",18165,Vermillion County,Indiana,"Terre Haute, IN",".Terre Haute, IN Metro Area",168874.0
45460,"Terre Haute, IN",18167,Vigo County,Indiana,"Terre Haute, IN",".Terre Haute, IN Metro Area",168874.0
45500,"Texarkana, TX-AR",05081,Little River County,Arkansas,"Texarkana, TX-AR",".Texarkana, TX-AR Metro Area",145576.0
45500,"Texarkana, TX-AR",05091,Miller County,Arkansas,"Texarkana, TX-AR",".Texarkana, TX-AR Metro Area",145576.0
45500,"Texarkana, TX-AR",48037,Bowie County,Texas,"Texarkana, TX-AR",".Texarkana, TX-AR Metro Area",145576.0
45780,"Toledo, OH",39051,Fulton County,Ohio,"Toledo, OH",".Toledo, OH Metro Area",601396.0
45780,"Toledo, OH",39095,Lucas County,Ohio,"Toledo, OH",".Toledo, OH Metro Area",601396.0
45780,"Toledo, OH",39173,Wood County,Ohio,"Toledo, OH",".Toledo, OH Metro Area",601396.0
45820,"Topeka, KS",20085,Jackson County,Kansas,"Topeka, KS",".Topeka, KS Metro Area",232648.0
45820,"Topeka, KS",20087,Jefferson County,Kansas,"Topeka, KS",".Topeka, KS Metro Area",232648.0
45820,"Topeka, KS",20139,Osage County,Kansas,"Topeka, KS",".Topeka, KS Metro Area",232648.0
45820,"Topeka, KS",20177,Shawnee County,Kansas,"Topeka, KS",".Topeka, KS Metro Area",232648.0
45820,"Topeka, KS",20197,Wabaunsee County,Kansas,"Topeka, KS",".Topeka, KS Metro Area",232648.0
45900,"Traverse City, MI",26019,Benzie County,Michigan,"Traverse City, MI",".Traverse City, MI Metro Area",156634.0
45900,"Traverse City, MI",26055,Grand Traverse County,Michigan,"Traverse City, MI",".Traverse City, MI Metro Area",156634.0
45900,"Traverse City, MI",26079,Kalkaska County,Michigan,"Traverse City, MI",".Traverse City, MI Metro Area",156634.0
45900,"Traverse City, MI",26089,Leelanau County,Michigan,"Traverse City, MI",".Traverse City, MI Metro Area",156634.0
45940,"Trenton-Princeton, NJ",34021,Mercer County,New Jersey,"Trenton-Princeton, NJ",".Trenton-Princeton, NJ Metro Area",392138.0
46060,"Tucson, AZ",04019,Pima County,Arizona,"Tucson, AZ",".Tucson, AZ Metro Area",1080149.0
46140,"Tulsa, OK",40037,Creek County,Oklahoma,"Tulsa, OK",".Tulsa, OK Metro Area",1059803.0
46140,"Tulsa, OK",40111,Okmulgee County,Oklahoma,"Tulsa, OK",".Tulsa, OK Metro Area",1059803.0
46140,"Tulsa, OK",40113,Osage County,Oklahoma,"Tulsa, OK",".Tulsa, OK Metro Area",1059803.0
46140,"Tulsa, OK",40117,Pawnee County,Oklahoma,"Tulsa, OK",".Tulsa, OK Metro Area",1059803.0
46140,"Tulsa, OK",40131,Rogers County,Oklahoma,"Tulsa, OK",".Tulsa, OK Metro Area",1059803.0
46140,"Tulsa, OK",40143,Tulsa County,Oklahoma,"Tulsa, OK",".Tulsa, OK Metro Area",1059803.0
46140,"Tulsa, OK",40145,Wagoner County,Oklahoma,"Tulsa, OK",".Tulsa, OK Metro Area",1059803.0
46220,"Tuscaloosa, AL",01063,Greene County,Alabama,"Tuscaloosa, AL",".Tuscaloosa, AL Metro Area",281963.0
46220,"Tuscaloosa, AL",01065,Hale County,Alabama,"Tuscaloosa, AL",".Tuscaloosa, AL Metro Area",281963.0
46220,"Tuscaloosa, AL",01107,Pickens County,Alabama,"Tuscaloosa, AL",".Tuscaloosa, AL Metro Area",281963.0
46220,"Tuscaloosa, AL",01125,Tuscaloosa County,Alabama,"Tuscaloosa, AL",".Tuscaloosa, AL Metro Area",281963.0
46300,"Twin Falls, ID",16053,Jerome County,Idaho,"Twin Falls, ID",".Twin Falls, ID Metro Area",122565.0
46300,"Twin Falls, ID",16083,Twin Falls County,Idaho,"Twin Falls, ID",".Twin Falls, ID Metro Area",122565.0
46340,"Tyler, TX",48423,Smith County,Texas,"Tyler, TX",".Tyler, TX Metro Area",249091.0
46520,"Urban Honolulu, HI",15003,Honolulu County,Hawaii,"Urban Honolulu, HI",".Urban Honolulu, HI Metro Area",998747.0
46540,"Utica-Rome, NY",36043,Herkimer County,New York,"Utica-Rome, NY",".Utica-Rome, NY Metro Area",287932.0
46540,"Utica-Rome, NY",36065,Oneida County,New York,"Utica-Rome, NY",".Utica-Rome, NY Metro Area",287932.0
46660,"Valdosta, GA",13027,Brooks County,Georgia,"Valdosta, GA",".Valdosta, GA Metro Area",152588.0
46660,"Valdosta, GA",13101,Echols County,Georgia,"Valdosta, GA",".Valdosta, GA Metro Area",152588.0
46660,"Valdosta, GA",13173,Lanier County,Georgia,"Valdosta, GA",".Valdosta, GA Metro Area",152588.0
46660,"Valdosta, GA",13185,Lowndes County,Georgia,"Valdosta, GA",".Valdosta, GA Metro Area",152588.0
46700,"Vallejo, CA",06095,Solano County,California,"Vallejo, CA",".Vallejo, CA Metro Area",455101.0
47020,"Victoria, TX",48175,Goliad County,Texas,"Victoria, TX",".Victoria, TX Metro Area",99170.0
47020,"Victoria, TX",48469,Victoria County,Texas,"Victoria, TX",".Victoria, TX Metro Area",99170.0
47220,"Vineland, NJ",34011,Cumberland County,New Jersey,"Vineland, NJ",".Vineland, NJ Metro Area",155678.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",37029,Camden County,North Carolina,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",37053,Currituck County,North Carolina,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",37073,Gates County,North Carolina,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51073,Gloucester County,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51093,Isle of Wight County,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51095,James City County,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51115,Mathews County,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51181,Surry County,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51199,York County,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
